,Region of Residence,,ICS/STP of Residence,1st dose Under 65,1st dose 65-69,1st dose 70-74,1st dose 75-79,1st dose 80+,,2nd dose Under 65,2nd dose 65-69,2nd dose 70-74,2nd dose 75-79,2nd dose 80+,,Cumulative Total Doses to Date,,,,,
,North East and Yorkshire,,West Yorkshire and Harrogate (Health and Care Partnership)," 233,583 "," 89,322 "," 104,234 "," 73,472 "," 101,486 ",," 9,066 ", 419 , 415 , 508 ," 15,680 ",," 628,185 ",
,North West,,Cheshire and Merseyside," 284,933 "," 105,601 "," 127,773 "," 92,173 "," 127,752 ",," 10,266 ", 553 , 414 , 751 ," 18,730 ",," 768,946 ",
,North West,,Greater Manchester Health and Social Care Partnership," 315,563 "," 100,896 "," 118,248 "," 84,896 "," 109,854 ",," 8,833 ", 453 , 425 , 574 ," 15,428 ",," 755,170 ",
,North West,,Healthier Lancashire and South Cumbria," 178,465 "," 72,479 "," 92,305 "," 67,697 "," 89,173 ",," 2,948 ", 180 , 151 , 114 ," 9,936 ",," 513,448 ",
,South East,,"Buckinghamshire, Oxfordshire and Berkshire West"," 143,967 "," 58,334 "," 78,234 "," 59,946 "," 85,004 ",," 4,954 ", 286 , 206 , 359 ," 7,662 ",," 438,952 ",
,South East,,Frimley Health and Care ICS," 61,291 "," 27,111 "," 30,034 "," 22,666 "," 32,561 ",," 2,648 ", 121 , 52 , 35 ," 3,032 ",," 179,551 ",
,South East,,Hampshire and the Isle of Wight," 176,259 "," 76,607 "," 96,691 "," 73,589 "," 102,692 ",," 3,575 ", 203 , 116 , 161 ," 17,570 ",," 547,463 ",
,South East,,Kent and Medway," 182,963 "," 68,561 "," 94,276 "," 69,899 "," 92,864 ",," 7,770 ", 486 , 278 , 526 ," 17,197 ",," 534,820 ",
,South East,,Surrey Heartlands Health and Care Partnership," 99,007 "," 42,508 "," 48,549 "," 37,444 "," 57,062 ",," 2,662 ", 159 , 95 , 78 ," 4,697 ",," 292,261 ",
,South East,,Sussex and East Surrey Health and Care Partnership," 182,838 "," 67,333 "," 95,388 "," 72,587 "," 104,937 ",," 4,622 ", 218 , 119 , 112 ," 7,927 ",," 536,081 ",
,South West,,"Bath and North East Somerset, Swindon and Wiltshire"," 80,604 "," 37,552 "," 47,816 "," 35,936 "," 50,103 ",," 1,957 ", 70 , 45 , 29 ," 5,674 ",," 259,786 ",
,South West,,"Bristol, North Somerset and South Gloucestershire"," 92,268 "," 36,895 "," 42,088 "," 32,482 "," 45,713 ",," 2,640 ", 128 , 61 , 48 ," 7,277 ",," 259,600 ",
,South West,,Cornwall and the Isles of Scilly Health and Social Care Partnership," 55,574 "," 28,188 "," 38,399 "," 28,520 "," 35,868 ",," 2,311 ", 102 , 47 , 155 ," 5,508 ",," 194,672 ",
,South West,,Devon," 133,171 "," 45,982 "," 75,449 "," 57,979 "," 78,744 ",," 2,166 ", 111 , 82 , 104 ," 10,966 ",," 404,754 ",
,South West,,Dorset," 84,155 "," 36,649 "," 50,027 "," 38,524 "," 56,510 ",," 1,819 ", 101 , 37 , 27 ," 7,157 ",," 275,006 ",
,South West,,Gloucestershire," 62,065 "," 30,450 "," 35,209 "," 26,992 "," 37,169 ",," 1,987 ", 79 , 71 , 64 ," 1,409 ",," 195,495 ",
,South West,,Somerset," 65,414 "," 27,083 "," 36,877 "," 27,806 "," 37,758 ",," 1,769 ", 48 , 28 , 19 ," 4,996 ",," 201,798 ",
